url,snorkel_label
https://pressone.ro/inspectoratul-scolar-bucuresti-si-federatia-sindicala-spiru-haret-agenti-electorali-ai-psd,1
https://www.romaniatv.net/exclusiv-nicusor-dan-eu-il-propun-premier-pe-domnul-bolojan-imediat-dupa-alegeri-voi-avea-o-discutie-cu-partidele-pentru-a-vedea-o-formula-de-guvern-si-un-program-de-guvernare_8927260.html,0
https://www.activenews.ro/stiri-politic/Dr.-Geanina-Hagima-anunta-prin-intermediul-ActiveNews-ca-va-candida-pentru-Camera-Deputatilor-O-independenta-pentru-Romania-Care-sunt-obiectivele-sale-191373,1
https://recorder.ro/stirile-zilei/14-noiembrie-2024-sri-si-sie-tarate-in-campania-prezidentiala/,2
https://a1.ro/news/politic/bugetul-ziua-a-doua-id127061.html,0
https://stirileprotv.ro/stiri/politic/ilie-bolojan-zlumea-politica-a-primit-o-lectie-dar-a-vota-impotriva-cu-orice-pret-ne-duce-intr-o-situatie-riscanta.html,1
https://www.romaniatv.net/scandalul-ia-amploare-in-aur-claudiu-tarziu-modul-in-care-a-fost-desemnat-candidatul-este-un-rezultat-al-unor-compromisuri-am-ajuns-sa-ne-caciulim-pur-si-simplu-de-sustinerea-lui-calin-georgescu_8855473.html,1
https://www.euronews.ro/articole/cine-va-conduce-psd-dupa-parlamentare-ciolacu-sustinut-de-cel-putin-doua-nume-gre,0
https://www.gandul.ro/politica/liderii-pnl-se-retrag-in-sedinta-dupa-coalitie-aranjorul-remus-borza-a-ajuns-primul-la-sediul-central-al-partidului-20168816,1
https://www.gandul.ro/politica/invitatia-lui-crin-pentru-trump-la-craiova-l-as-invita-sa-vada-ca-e-democratie-20479750,0
https://adevarul.ro/politica/crin-antonescu-compara-romania-cu-un-avion-in-2421548.html,0
https://adevarul.ro/politica/presedintele-iohannis-dupa-ce-consiliul-europei-a-2175036.html,0
https://www.activenews.ro/stiri/Iulian-Capsali-FITI-TARI-VOTATI-PANA-LA-ULTIMA-PICATURA-DE-CLIPA-197331,1
https://observatornews.ro/politic/marcel-ciolacu-anunta-ca-nu-va-candida-la-alegerile-prezidentiale-am-anuntat-foarte-clar-581056.html,1
https://adevarul.ro/alegeri-prezidentiale-2025/potret-de-candidat-cine-este-nicusor-dan-2430554.html,0
https://stirileprotv.ro/stiri/politic/vasile-banescu-treziti-va-fiti-treji-nu-va-lasati-inselati-de-cele-cu-adevarat-sfinte-se-ocupa-biserica.html,0
https://www.realitatea.net/stiri/politica/candidatura-lui-crin-antonescu-la-prezidentiale-contestata-la-ccr-cei-i-se-imputa-candidatului-comun-al-coalitiei-psdpnludmr_67d1518f08602621887e5e02,0
https://www.cotidianul.ro/kathleen-kavalec-acuzata-ca-a-incercat-sa-excluda-aur-de-la-discutiile-cu-delegatia-sua/,1
https://snoop.ro/cum-am-ajuns-sa-tinem-bolnavii-psihici-sub-cheie-o-scurta-istorie-a-raportarii-la-suferinta-mintala-in-romania/,2
https://www.euronews.ro/articole/calculele-psd-si-pnl-dupa-alegrile-prezidentiale-raman-sau-nu-la-guvernare,1
https://www.digi24.ro/stiri/actualitate/politica/sosoaca-s-a-intalnit-la-mar-a-lago-cu-emisarul-lui-ciolacu-ce-a-declarat-dragos-sprinceana-3196685,1
https://www.comisarul.ro/articol/viktor-orban-e-de-acord-cu-viziunea-lui-george-sim_1579503.html,0
https://primanews.ro/stiri/trei-institute-vor-efectua-duminica-sondaje-de-opinie-la-iesirea-de-la-urne-22033986,1
https://primanews.ro/stiri/surse-marcel-ciolacu-le-a-spus-liderilor-psd-ca-nu-va-exista-un-candidat-comun-cu-pnl-alegerile-vor-fi-in-septembrie-liberalilor-li-s-a-umflat-capul-21629644,1
https://www.comisarul.ro/articol/asteptarile-sefei-pot-de-la-nicusor-dan-mesajul-tr_1580907.html,1
https://observatornews.ro/politic/psd-vrea-modificarea-constitutiei-presedintele-romaniei-sa-fie-ales-de-parlament-surse-444929.html,2
https://www.b1tv.ro/politica/vlad-voiculescu-usr-interviu-pentru-politico-despre-planurile-sale-la-bruxelles-europarlamentarul-vrea-sa-influenteze-politicile-publice-in-domeniul-sanatatii-1479119.html,1
https://www.digi24.ro/stiri/actualitate/politica/ce-spune-nicusor-dan-despre-pliantele-usr-in-care-apare-imaginea-sa-2978695,0
https://www.g4media.ro/aur-inca-o-plangere-penala-la-diicot-impotriva-presei-independente-partidul-extremist-sustine-ca-lupta-impotriva-cenzurii-dar-cere-dosare-penale-pentru-ziaristi-si-a-depus-cele-mai-multe-cereri-de.html,1
https://www.digi24.ro/stiri/actualitate/politica/emil-boc-ludovic-orban-incearca-strategia-de-victimizare-tip-liviu-dragnea-politica-este-pe-voturi-nu-pe-victimizari-1622477,2
https://adevarul.ro/politica/ilie-bolojan-discutii-cu-eurodeputatii-romani-2436073.html,1
https://www.realitatea.net/stiri/politica/nicolae-ciuca-mesaj-pe-facebook-in-politica-romaneasca-e-nevoie-de-onoare-de-incredere_66e13edb8ad37b59ef69f7ce,0
https://www.cotidianul.ro/ciolacu-sa-imi-tai-un-picior-ca-sa-va-demonstrez/,1
https://primanews.ro/stiri/berd-a-revizuit-in-scadere-la-1-6-estimarile-privind-cresterea-economiei-romanesti-in-acest-an-22030186,0
https://www.comisarul.ro/articol/cum-procedezi-cand-esti-sicanat-in-trafic-de-smech_1569771.html,2
https://observatornews.ro/politic/nicusor-dan-intrebat-daca-avortul-ar-putea-deveni-un-drept-constitutional-sunt-de-acord-in-principiu-dar-exista-si-nuante-614732.html,1
https://www.g4media.ro/primarul-psd-al-buzaului-anunta-ca-il-sustine-pe-nicusor-dan-in-turul-doi-al-alegerilor-prezidentiale-intre-fascism-si-democratie-trebuie-sa-alegem-democratia.html,0
https://www.aktual24.ro/indemn-al-unui-preot-din-brasov-rusii-sunt-cei-mai-credinciosi-dintre-crestinii-ortodocsi-si-ar-trebui-sa-le-urmam-exemplul-parinte-ai-scuipat-obrazul-lui-iisus-hristos/,0
https://www.gandul.ro/politica/bloomberg-noteaza-ca-oficialii-de-la-bucuresti-incearca-sa-recastige-casa-alba-de-partea-lor-20487094,0
https://www.antena3.ro/politica/alegeri-prezidentiale-2024/ce-job-are-fiul-lui-nicolae-ciuca-stefan-meseria-lui-nu-are-nicio-legatura-cu-armata-sau-politica-728350.html,0
https://www.comisarul.ro/articol/becali-ii-critica-pe-deputatii-aur-care-au-partici_1570858.html,0
https://pressone.ro/reportaj-de-la-lansarea-candidatilor-aur-pentru-capitala-george-simion-catre-camarazi-si-oaste-ne-au-bagat-infiltrati-iepurasi-catei-mici,1
https://agerpres.ro/2025/05/18/prezidentiale2025-ministrul-finantelor-t-nczos-barna-avem-o-sansa-uriasa-de-a-scapa-tara-de-abordare--1450600,1
https://adevarul.ro/alegeri-prezidentiale-2025/retrage-l-domnule-ghita-reactia-lui-crin-2435410.html,1
https://www.cotidianul.ro/sondaj-nou-unii-pierd-altii-castiga/,1
https://www.comisarul.ro/articol/alerta-ponta-a-luat-teapalulea-este-un-tradator-po_1578791.html,1
https://www.aktual24.ro/coalitia-psd-pnl-a-reusit-sa-isi-impuna-viceprimarii-in-capitala-acestia-sunt-stelian-bujduveanu-si-adrian-vigheciu/,1
https://www.g4media.ro/psd-craiova-a-depus-listele-de-candidati-pentru-alegerile-parlamentare-ministrul-adrian-caciu-deschise-lista-pentru-camera-deputatilor-iar-deputata-alexandra-presura-pentru-senat.html,1
https://a1.ro/news/politic/prm-a-rupt-alianta-cu-partidul-noua-generatie-gigi-becali-nu-ne-am-inteles-la-negocieri-id7249.html,1
https://www.mediafax.ro/politic/mitrea-psd-trebuie-sa-si-recupereze-electoratul-activ-5406177,0
https://adevarul.ro/politica/cine-este-petrisor-peiu-propunerea-aur-pentru-2409992.html,0
https://www.g4media.ro/video-nicusor-dan-intrebat-daca-psd-va-fi-la-guvernare-e-obligatoriu-daca-vrem-un-guvern-cu-majoritate-parlamentara-nu-se-poate-fara-psd-dupa-cum-nu-se-poate-fara-pnl-solutia-ideala.html,1
https://www.luju.ro/romania-s-a-trezit-concluziile-fostei-procuroare-piccj-viorica-stoica-romania-s-a-trezit-cei-care-s-au-simtit-uitati-au-spus-destul-nu-mai-vor-politicieni-curati-pe-hartie-dar-murdari-de-ipocrizie-vor-lideri-care-sa-le-vorbeasca-pe-limba-lor-george-simion,2
https://agerpres.ro/politic/2025/05/05/botosani-psd-a-castigat-alegerile-locale-partiale-pentru-functiile-de-primar-in-comunele-avrameni-si--1445788,0
https://adevarul.ro/alegeri-prezidentiale-2025/cine-e-paul-ispas-candidatul-independent-care-2428713.html,2
https://www.euronews.ro/articole/marile-temeri-ale-liderilor-partidelor-explica-miza-uriasa-a-alegerilor-parlament,1
https://www.digi24.ro/stiri/actualitate/politica/politica-aur-scandal-violenta-si-extremism-liderul-partidului-george-simion-a-facut-din-nou-circ-in-parlament-2342463,2
https://www.digi24.ro/stiri/actualitate/politica/basescu-n-am-sa-cred-niciodata-ca-motivul-anularii-alegerilor-a-fost-calin-georgescu-ce-ipoteza-are-fostul-presedinte-3189399,0
https://www.digi24.ro/stiri/actualitate/politica/prima-dezbatere-prezidentiala-dupa-zece-ani-organizata-de-digi-24-si-universitatea-babes-bolyai-trebuie-sa-votam-informati-2951513,0
https://snoop.ro/cazul-bunelu-firma-sustinatorilor-lui-georgescu-si-legaturile-rusesti-cum-se-fac-300-de-milioane-de-euro-pe-hartie/,1
https://www.euronews.ro/articole/cinci-articole-cu-care-sa-incepi-ziua-24-ianuarie,1
https://agerpres.ro/2025/05/05/prezidentiale2025-buzau-constantin-toma-marcel-ciolacu-sa-si-dea-demisia-rezultatele---cele-mai-proa--1445867,1
https://www.realitatea.net/stiri/politica/klaus-iohannis-reactie-exploziva-dupa-iesirea-psd-de-la-guvernare-live-video-si-live-text_6763fb23c9c53f0f5f0e7ab2,0
https://www.comisarul.ro/articol/ne-am-putea-astepta-ca-deciziile-sa-fi-fost-deja-l_1567992.html,1
https://www.aktual24.ro/crin-antonescu-evita-sa-raspunda-clar-daca-il-pastreaza-premier-pe-ciolacu-nicusor-dan-si-lasconi-au-mentionat-ca-ciolacu-va-pleca-de-la-palatul-victoria/,0
https://primanews.ro/stiri/psd-a-votat-in-unanimitate-sa-nu-sustina-proiectul-pnl-prin-care-presedintele-poate-candida-la-parlamentare-nu-putem-da-o-lege-pentru-o-singura-persoana-21742244,0
https://a1.ro/news/politic/de-ce-nu-mai-vrea-george-simion-sa-candideze-la-alegerile-prezidentiale-cum-a-explicat-gestul-neasteptat-id1132276.html,1
https://www.cotidianul.ro/cristian-terhes-tradeaza-aur-va-candida-la-prezidentiale/,0
https://agerpres.ro/viata-parlamentara/2025/05/15/parlament-se-introduc-limite-clare-cu-privire-la-durata-mandatelor-administratorilor-neexecutivi-ai---1449461,0
https://www.digi24.ro/stiri/actualitate/politica/anamaria-prodan-intra-in-politica-in-ce-partid-s-a-inscris-sa-te-fereasca-dumnezeu-de-indrazneala-timidului-si-bataia-femeii-2120213,2
https://stirileprotv.ro/stiri/politic/liviu-dragnea-ponta-bate-campii-ca-de-obicei-ca-orice-mitoman-la-acel-moment-belgradul-era-deja-inundat.html,0
https://www.activenews.ro/stiri/Alegerile-au-livrat-dovada-suprema-nu-au-inteles-nimic-196951,0
https://www.gandul.ro/politica/marcel-ciolacu-dupa-scandalul-nordis-nu-e-vorba-de-coruptie-institutionala-nu-pot-sa-stau-si-sa-ma-uit-ca-acest-fenomen-sa-se-mai-intample-20325621,0
https://adevarul.ro/alegeri-prezidentiale-2025/alegeri-prezidentiale-2024-cum-se-desfasoara-2405219.html,2
https://recorder.ro/ce-ne-enerveaza-13-generatia-de-fier-vechi-din-politica/,2
https://a1.ro/news/politic/crin-antonescu-sorin-frunzaverde-este-un-castig-pentru-pnl-id8801.html,1
https://stirileprotv.ro/stiri/politic/ponta-barna-parca-era-dancila-2-minte-si-e-urat-ca-un-om-politic-tanar-minte.html,1
https://www.mediafax.ro/politic/oficialii-eleni-resping-planul-germaniei-ca-bugetul-tarii-sa-fie-controlat-de-ue-9186985,1
https://a1.ro/news/politic/fiica-lui-gheorghe-flutur-consilier-al-ministrului-comunicatiilor-id40209.html,1
https://pressone.ro/institutia-regele-mihai-i-psd-si-alde-propun-o-structura-intermediara-pentru-a-finanta-casa-regala-cu-un-milion-de-euro-pe-an,1
https://stirileprotv.ro/stiri/politic/explicatia-oficiala-a-guvernului-privind-demiterea-lui-mihai-dodu-abateri-la-legea-protectiei-datelor-personale.html,0
https://www.digi24.ro/stiri/actualitate/politica/hellvig-n-am-reintrat-in-pnl-pentru-a-l-concura-pe-bolojan-alegeri-care-se-anuntau-de-rutina-s-au-transformat-in-unele-cu-miza-uriasa-3023117,2
https://www.activenews.ro/stiri-mass-media/Adevarul-ascuns-de-Turcan-La-Ministerul-Culturii-Oberlander-si-a-aprobat-singur-deplasarea-Tezaurului-Dacic-prin-conflict-de-interes-194793,2
https://www.cotidianul.ro/rector-mandru-ca-l-au-votat-pe-nicusor-dan-dragi-studenti-va-multumesc/,0
https://www.news.ro/politic-intern/35-ani-revolutie-cristian-pirvulescu-revolutia-proces-politic-fondator-continua-astazi-partidele-anti-sistem-pozititioneaza-raport-acesta-derapajul-extremist-umbri-traseu-precedent-istoria-tarii-1922400721002024120921874611,1
https://www.activenews.ro/stiri/Presedintele-de-Onoare-al-PSD-Ion-Iliescu-a-comandat-macelul-din-Piata-Universitatii-1990-File-din-Dosarul-Mineriadei-Politia-si-a-dat-singura-foc-la-autobuze-Minerii-erau-si-de-la-SPP-196332,1
https://a1.ro/news/politic/traian-basescu-petrece-noaptea-de-inviere-la-miercurea-ciuc-id98159.html,0
https://www.gandul.ro/politica/psd-se-asteapta-la-noi-atacuri-pe-ultima-suta-de-metri-a-campaniei-radu-oprea-nu-ma-astept-ca-lucrurile-sa-fie-usoare-in-perioada-urmatoare-20358215,1
https://www.euronews.ro/articole/alegeri-prezidentiale-2025-george-simion-a-votat-el-a-s-a-prezentat-la-urne-alatu,0
https://www.b1tv.ro/politica/fostul-presedinte-traian-basescu-declaratii-transante-despre-securitatea-europei-si-administratia-trump-nu-poate-spune-ca-isi-ia-rachetele-acasa-video-1559066.html,1
https://pressone.ro/bazinul-carbonifer-aur-din-valea-jiului-cum-au-ajuns-minerii-sa-aiba-un-rol-central-in-campania-lui-george-simion,1
https://agerpres.ro/politic/2024/12/09/parlamentare2024-bihor-patru-senatori-si-noua-deputati-in-noul-mandat-pnl---cei-mai-multi-parlamenta--1400690,0
https://www.activenews.ro/stiri/George-Simion-despre-Ilie-Bolojan-Mai-mult-nu-a-putut-sa-faca-domnul-Bolojan-decat-sa-distruga-si-ideea-unui-presedinte-impartial-197113,1
https://www.digi24.ro/stiri/actualitate/politica/propunerea-psd-pentru-ministerul-justitiei-este-radu-marinescu-ciolacu-eu-vreau-o-romanie-cu-zero-coruptie-3056747,1
https://www.antena3.ro/politica/ce-le-raspunde-calin-georgescu-adeptilor-care-l-au-asteptat-degeaba-la-protestul-de-ziua-lui-740740.html,0
https://www.euronews.ro/articole/cristian-pirvulescu-in-turul-doi-al-prezidentialelor-va-fi-un-vot-esential-nu-va,1
https://www.digi24.ro/stiri/actualitate/politica/iohannis-rezultatele-bune-obtinute-de-romania-pe-plan-extern-si-in-politica-de-securitate-nu-au-cazut-din-cer-2000801,0
https://www.news.ro/politic-intern/furtul-pieselor-dacice-muzeul-drents-ciolacu-solicit-ministrului-justitiei-analizeze-cei-buni-experti-contractul-muzeul-olandez-cerem-daune-precedent-exclud-recompensa-gasirea-obiectelor-video-1922400228002025011121914266,1
https://www.antena3.ro/politica/femei-guvern-politica-677311.html,2
https://www.realitatea.net/stiri/politica/george-simion-si-anamaria-gavrila-candidatii-suveranisti-la-prezidentiale_67d1720e71014560ab4fdc23,1
https://observatornews.ro/politic/psd-sa-speriat-de-greva-profesorilor-si-a-suspendat-negocierile-pentru-rotativa-cat-de-mult-vor-socialdemocratii-sa-amane-predarea-stafetei-de-la-palatul-victoria-524691.html,1
https://www.mediafax.ro/politic/voinescu-basescu-a-reusit-sa-puna-in-criza-intreg-sistemul-politic-asa-cum-e-corupt-lenes-incompetent-6091741/amp,0
https://www.comisarul.ro/articol/video-simion-blat-cu-psd-isi-promoveaza-rudele-si-_1566018.html,1
https://a1.ro/news/politic/mama-robertei-anastase-acuzata-ca-are-afaceri-ilegale-cu-posta-romana-id1925.html,1
https://recorder.ro/alegeri-locale-2024-lupta-pentru-iasi/,0
https://www.gandul.ro/politica/ministerul-muncii-proiect-de-peste-trei-milioane-de-euro-pentru-evaluarea-economiei-sociale-si-a-antreprenoriatului-social-din-romania-20480715,2
https://agerpres.ro/documentare/2025/04/29/a-murit-valeriu-tabara-presedintele-asas-si-fost-ministru-al-agriculturii-fisa-biografica--1444238,0
https://www.aktual24.ro/simion-ameninta-cu-alegeri-anticipate-daca-georgescu-nu-va-fi-acceptat-prim-ministru-exista-mai-multe-variante-in-lucru/,1
https://adevarul.ro/politica/cum-si-ar-putea-vari-coada-moscova-in-politica-ue-2312609.html,2
https://www.antena3.ro/politica/valeriu-stoica-statutul-curtii-constitutionale-trebuie-modificat-nu-trebuie-sa-mai-aiba-competenta-102451.html,1
https://www.aktual24.ro/un-sustinator-de-al-lui-simion-a-vrut-sa-atace-sediul-guvernului-care-sunteti-rezervisti-toti-care-ati-facut-inchisoare-care-mai-aveti-putina-vana-in-voi/,1
https://www.g4media.ro/bolojan-exclude-posibilitatea-de-a-forma-un-nou-partid-politic.html,2
https://www.antena3.ro/politica/calin-georgescu-criza-de-nervi-in-fata-presei-a-acuzat-conducerea-nato-ca-jigneste-tarile-membre-si-a-refuzat-sa-raspunda-la-intrebar-728856.html,2
https://www.antena3.ro/politica/surse-cum-vrea-nicusor-dan-sa-scape-de-elena-lasconi-cu-ajutorul-lui-vlad-voiculescu-il-va-sustine-usr-bucuresti-la-prezidentiale-735476.html,0
https://stirileprotv.ro/stiri/politic/cum-explica-analistii-politici-rezultatele-surprinzatoare-obtinute-de-calin-georgescu-la-alegerile-prezidentiale.html,1
https://adevarul.ro/alegeri-prezidentiale-2025/nicusor-dan-da-cifrele-exacte-ale-sondajului-2412993.html,0
https://recorder.ro/schema-nordis-masinaria-de-facut-bani-a-celui-mai-puternic-clan-politico-imobiliar/,2
https://adevarul.ro/alegeri-prezidentiale-2025/un-al-doilea-sondaj-al-zilei-arata-un-clasament-2432857.html,0
https://www.aktual24.ro/dincu-recunoaste-chiar-in-ziua-alegerilor-am-organizat-linsajul-celor-care-indrazneau-sa-atraga-atentia-asupra-erorilor-noastre/,1
https://www.romaniatv.net/exclusiv-cutia-neagra-noi-dezvaluiri-contondente-despre-camarila-de-aur-cine-il-protejeaza-pe-suveranistul-george-simion_8896642.html,2
https://www.aktual24.ro/austria-intentioneaza-sa-trimita-trupe-de-mentinere-a-pacii-din-ucraina/,1
https://www.gandul.ro/politica/psd-si-a-stabilit-tinta-cu-fondurile-europene-contracte-de-peste-20-de-miliarde-de-euro-pana-la-finalul-acestui-an-20215331,1
https://a1.ro/news/politic/cv-tudor-ma-voi-duce-la-cotroceni-sa-l-scot-in-suturi-pe-basescu-afara-id25389.html,1
https://www.mediafax.ro/politic/donald-trump-mesaj-la-moartea-fostului-presedinte-al-sua-george-h-w-bush-17735081,0
https://adevarul.ro/alegeri-prezidentiale-2025/marcel-ciolacu-spune-ca-se-retrage-din-cursa-2405148.html,1
https://www.news.ro/politic-intern/elena-lasconi-nu-ma-sperie-donald-trump-ce-i-ar-spune-lui-putin-daca-s-ar-intalni-fata-n-fata-1922405016002024111221837808,1
https://www.cotidianul.ro/aur-castelul-lui-ciolacu-se-prabuseste/,0
https://a1.ro/news/politic/vintu-din-scaunul-cu-rotile-am-inceput-vanatoarea-impotriva-lui-basescu-id64487.html,1
https://www.g4media.ro/vlad-oprea-pnl-a-castigat-al-saselea-mandat-de-primar-in-sinaia.html,0
https://observatornews.ro/politic/caciu-sustine-ca-psd-nu-intelege-ce-la-apucat-pe-ciuca-sa-schimbat-peste-noapte-exista-si-un-maine-in-politica-596140.html,1
https://adevarul.ro/alegeri-prezidentiale-2025/expert-digital-despre-implicarea-tiktok-in-2407088.html,1
https://stirileprotv.ro/stiri/politic/ambasada-sua-critica-ordonanta-traseismului-politic-suntem-ingrijorati-in-legatura-cu-momentul-ales-de-guvern.html,1
https://adevarul.ro/politica/reportaj-politica-si-religia-poporul-credincios-e-1564288.html,1
https://www.luju.ro/nicusor-sufera-de-carenta-in-inteligenta-fostul-judecator-gheorghe-morosanu-il-distruge-pe-nicusor-dan-dupa-ce-prezidentiabilul-a-vorbit-despre-influentarea-justitiei-aceasta-zicere-probeaza-o-evidenta-carenta-in-inteligenta-nu-l-a-ajutat-inteligenta-sa-i,1
https://adevarul.ro/politica/daciana-sarbu-am-intalnit-femei-care-au-chiar-si-1426978.html,1
https://www.antena3.ro/politica/lavinia-sandru-zguduie-scena-politica-favoritii-din-birouri-s-au-topit-in-fata-votului-real-un-mesaj-despre-adevar-si-sondaje-740094.html,1
https://www.gandul.ro/politica/prietenul-lui-antonescu-crin-a-fost-singurul-in-care-am-avut-incredere-si-i-am-spus-ca-plec-este-un-om-integru-20489696,1
https://adevarul.ro/politica/mircea-geoana-si-a-prezentat-oferta-pentru-2392999.html,1
https://observatornews.ro/politic/basescu-crede-ca-ucraina-va-capitula-fara-ajutorul-sua-problema-e-ca-dupa-ei-urmam-noi-612011.html,1
https://www.b1tv.ro/politica/cristian-campeanu-politica-externa-a-presedintelui-in-acest-moment-mai-ales-pe-relatia-est-reprezinta-insasi-definitia-lucrului-extrem-de-prost-facut-113746.html,1
https://www.digi24.ro/stiri/actualitate/politica/gorghiu-despre-demisia-ministrului-dincu-decizia-ii-apartine-exclusiv-politica-externa-a-tarii-o-face-presedintele-2128287,0
https://pressone.ro/omul-cu-banii-din-aur-despre-promisiunea-de-a-construi-1-milion-de-locuinte-pentru-romani-ideea-a-aparut-prima-data-la-george,2
https://www.b1tv.ro/politica/traian-basescu-suveranistii-sunt-zero-in-parlamentul-european-degeaba-spun-ca-se-duc-sa-apere-romania-nu-vor-reusi-sa-se-apere-nici-macar-pe-ei-sunt-cei-mai-mari-mincinosi-video-1469060.html,1
https://www.digi24.ro/stiri/actualitate/politica/inca-o-demisie-din-psd-un-deputat-invoca-politica-de-tradari-si-jocuri-la-doua-capete-a-partidului-1080236,1
https://www.euronews.ro/articole/marcel-ciolacu-nu-e-sigur-de-o-candidatura-la-preizdentiale-nu-stiu-daca-voi-cand,0
https://www.antena3.ro/politica/dacian-ciolos-se-retrage-din-politica-de-partid-715624.html,1
https://www.realitatea.net/stiri/politica/rares-bogdan-cei-care-lingeau-clante-la-ambasade-dupa-aprobare-de-la-marele-licurici-ne-spun-azi-cat-de-rea-e-america_67e4df1be0c6370a0970bf22,0
https://www.g4media.ro/giorgia-meloni-in-numele-guvernului-italian-adresez-felicitari-lui-nicusor-dan-pentru-alegerea-sa-ca-presedinte-al-romaniei-matteo-salvini-onoare-prietenului-nostru-george-simion-a-luptat-cu-cap.html,1
https://www.gandul.ro/politica/andreea-paul-tinerii-stiu-ca-politica-li-se-adreseaza-prea-batranicios-10772446,0
https://www.digi24.ro/stiri/actualitate/politica/ce-este-de-unde-vine-si-ce-vrea-aur-partidul-de-extrema-dreapta-care-a-ajuns-de-la-putin-peste-zero-la-pragul-electoral-1413193,0
https://www.digi24.ro/stiri/actualitate/politica/politica-penala-a-statului-roman-nu-mai-trebuie-dictata-de-cercuri-politico-economice-cu-interese-infractionale-1017718,0
https://stirileprotv.ro/stiri/politic/simion-aur-propune-un-premier-independent-care-sa-respecte-interesele-natiunii-romane.html,1
